Rodzaj,Symbol,Nazwa,Grupa,Stan,jm,Cena magazynowa,Cena sprzedaży,Wartość magazynowa,Wartość sprzedaży,Stawka VAT
T,5901680420308,konfetti 42030,Podstawowa,12,szt.,"2,5",,30,,23
T,5901680427116,BAL.FOL. zestaw róż,Podstawowa,2,szt.,"9,3",,"18,6",,23
T,5901680427178,balon  foliowy okazjonalny,Podstawowa,94,szt.,"4,1",,"385,4",,23
T,5901680427819,przebranie syrenka 42781,Podstawowa,2,szt.,"13,08",,"26,16",,23
T,5901680427895,opaska płetwa 42789,Podstawowa,8,szt.,"6,5",,52,,23
T,5901680428007,balon 42800,Podstawowa,4,szt.,"7,3",,"29,2",,23
T,5901680428038,balon 42803,Podstawowa,9,szt.,"7,3",,"65,7",,23
T,5901720110015,Zaproszenie - zawiadomienie,Podstawowa,503,szt.,"0,69",,"347,07",,23
T,5901720111524,BR3 baner WIECZÓR PANIEŃSKI,Podstawowa,1,szt.,3,,3,,23
T,5901720111623,girlanda papierowa GR1,Podstawowa,1,szt.,"1,9",,"1,9",,23
T,5901720115201,dekoracja motyle,Podstawowa,1,szt.,"7,09",,"7,09",,23
T,5901720115232,Girlanda papiarowa GR3,Podstawowa,2,szt.,"1,9",,"3,8",,23
T,5901720115317,opaska rogi z welonem,Podstawowa,1,szt.,"4,9",,"4,9",,23
T,5901720115461,girlandaa papierowa GR6,Podstawowa,1,szt.,"1,9",,"1,9",,23
T,5901720115485,Baner flagi,Podstawowa,1,szt.,"2,43",,"2,43",,23
T,5901720115553,baner Panieński,Podstawowa,9,szt.,3,,27,,23
T,5901720115560,Baner 40 18  urodziny,Podstawowa,4,szt.,"3,04",,"12,16",,23
T,5901720115812,girlanda zwierzaki,Podstawowa,1,szt.,"2,6",,"2,6",,23
T,5901720115829,girlanda wózki,Podstawowa,1,szt.,"2,43",,"2,43",,23
T,5901720115867,świecące uszy,Podstawowa,7,szt.,"2,2",,"15,4",,23
T,5901720115980,Zaproszenie na roczek,Podstawowa,65,szt.,"0,7",,"45,5",,23
T,5901720116178,Baner mam już roczek,Podstawowa,4,szt.,"2,8",,"11,2",,23
T,5901720116376,Baner 30 urodziny 196cm,Podstawowa,3,szt.,"3,04",,"9,12",,23
T,5901720117472,zaproszenie brokatowane na 40,Podstawowa,40,szt.,"0,92",,"36,8",,23
T,5901720117519,zaproszenia 1szt.,Podstawowa,58,szt.,"0,92",,"53,36",,23
T,5901720117700,zaproszenie DP,Podstawowa,2,szt.,"0,6",,"1,2",,23
T,5901720118998,Baner Chrzest Śwęty złoty 127cm,Podstawowa,1,szt.,"4,06",,"4,06",,23
T,5901720732293,karnet przestrzenny,Podstawowa,2,szt.,"3,51",,"7,02",,23
T,5901720732293,karnet przestrzenny,Podstawowa,8,szt.,"3,55",,"28,4",,23
T,5901720737632,"papier ozdobny ""pol-mak""",Podstawowa,3,szt.,"2,2",,"6,6",,23
T,5901720738004,zaproszenia pol-mak,Podstawowa,84,szt.,"0,9",,"75,6",,23
T,5901720747969,karnet  B6LUX,Podstawowa,11,szt.,"4,05",,"44,55",,23
T,5901720747969,karnet  B6LUX,Podstawowa,15,szt.,"4,5",,"67,5",,23
T,5901720756893,obrus dinozaury,Podstawowa,6,szt.,"4,07",,"24,42",,23
T,5901720757487,"papier ozdobny"" paw""",Podstawowa,5,szt.,"2,2",,11,,23
T,5901720758187,obrus biały,Podstawowa,2,szt.,"4,07",,"8,14",,23
T,5901720767998,karnet Lobk,Podstawowa,21,szt.,"2,45",,"51,45",,23
T,5901720771179,karnet LOBK,Podstawowa,8,szt.,"2,45",,"19,6",,23
T,5901721795686,zimne ognie,Podstawowa,16,szt.,6,,96,,23
T,5901730441192,podkowa na 50-lat,Podstawowa,1,szt.,"13,08",,"13,08",,23
T,5901730441222,podkowa dla noworzeńców,Podstawowa,1,szt.,"13,08",,"13,08",,23
T,5901730441260,podkowe na szczęście,Podstawowa,1,szt.,"13,08",,"13,08",,23
T,5901730441505,oskar 50-urodziny,Podstawowa,1,szt.,"10,36",,"10,36",,23
T,5901730441512,oskar 60-urodziny,Podstawowa,1,szt.,"15,67",,"15,67",,23
T,5901750510991,karnet,Podstawowa,1,szt.,"2,2",,"2,2",,23
T,5901750513312,zaproszenie,Podstawowa,1,szt.,1,,1,,23
T,5901750513374,zaproszenie art,Podstawowa,7,szt.,"0,8",,"5,6",,23
T,5901761117356,pamiątka I Komunii Św,Podstawowa,1,szt.,"14,23",,"14,23",,23
T,59017730441321,wiktor na 70-tka,Podstawowa,1,szt.,"10,36",,"10,36",,23
T,5901803070977,torba prtezentowa0977,Podstawowa,7,szt.,"1,93",,"13,51",,23
T,5901818032410,balon owoc,Podstawowa,2,szt.,"1,6",,"3,2",,23
T,5901818034964,Spódnica tiulowa,Podstawowa,6,szt.,"9,95",,"59,7",,23
T,5901818077114,Strój Biedronka,Podstawowa,5,szt.,"14,63",,"73,15",,23
T,5901818078388,Balon foliowy kiwi,Podstawowa,2,szt.,"1,6",,"3,2",,23
T,5901818094029,Balon foliowy Arbuz,Podstawowa,1,szt.,"2,8",,"2,8",,23
T,5901818101918,TOREBKA PIESEK,Podstawowa,2,szt.,"2,85",,"5,7",,23
T,5901854903828,Uczę się - opaska na oczy,Podstawowa,2,szt.,"5,7",,"11,4",,23
T,5901854904955,papier ozdobny PSW Gwiazdka BN,Podstawowa,17,szt.,"3,32",,"56,44",,23
T,5901854906362,Ramka harmony - Mistrz,Podstawowa,1,szt.,"15,85",,"15,85",,23
T,5901854906386,Ramka harmony - poszukiwana,Podstawowa,2,szt.,"12,3",,"24,6",,23
T,5901854908823,Etui Keep-Calm,Podstawowa,2,szt.,"10,16",,"20,32",,23
T,5901854908830,Etui Mam oczy na okulary,Podstawowa,1,szt.,"10,16",,"10,16",,23
T,5901854908861,Etui różowe na okulary,Podstawowa,1,szt.,"10,16",,"10,16",,23
T,5901854908885,Etui Supermen na okulary,Podstawowa,1,szt.,"10,16",,"10,16",,23
T,5901854917887,Karnet star,Podstawowa,11,szt.,"2,03",,"22,33",,23
T,5901854922829,kubekRoyal Black-40,Podstawowa,3,szt.,"16,14",,"48,42",,23
T,5901854923451,torebka na alkohol,Podstawowa,4,szt.,"2,01",,"8,04",,23
T,5901854926254,kubki nowożeńcy,Podstawowa,1,szt.,"31,34",,"31,34",,23
T,5901854929156,kubek imienny 3D,Podstawowa,12,szt.,"7,92",,"95,04",,23
T,5901854933771,Zaproszenia STAR,Podstawowa,30,szt.,"1,13",,"33,9",,23
T,5901854934440,koszulka dziadek,Podstawowa,1,szt.,"27,03",,"27,03",,23
T,5901854934860,Skarbonka Home Marzenia,Podstawowa,1,szt.,"23,65",,"23,65",,23
T,5901854934877,skarbonka na harleya...,Podstawowa,1,szt.,"23,7",,"23,7",,23
T,5901854934884,Skarbonka Home- Pierwszy Milion,Podstawowa,1,szt.,"23,65",,"23,65",,23
T,5901854934891,Skarbonka Home- Podróż,Podstawowa,1,szt.,"23,65",,"23,65",,23
T,5901854934907,skarbonka Home Ślub,Podstawowa,1,szt.,"23,74",,"23,74",,23
T,5901854938097,papier ozdobny,Podstawowa,14,szt.,"3,32",,"46,48",,23
T,5901854939704,karnet  UK Silver,Podstawowa,1,szt.,"7,21",,"7,21",,23
T,5901854940373,ramka,Podstawowa,1,szt.,"16,26",,"16,26",,23
T,5901854942155,Skarbonka Home 2-Rolex,Podstawowa,1,szt.,"14,22",,"14,22",,23
T,5901854943008,etui na okulary Mój  Dziadek super gość,Podstawowa,5,szt.,"10,17",,"50,85",,23
T,5901854943657,zestaw kubek i skarpety najlepszy dziadek pod słoń,Podstawowa,6,szt.,"27,24",,"163,44",,23
T,5901854943688,serce najleprzy dziadek pod słońcem,Podstawowa,4,szt.,"7,32",,"29,28",,23
T,5901854946177,Skarbonka Home-Ślub,Podstawowa,1,szt.,"23,74",,"23,74",,23
T,5901854948867,ramka rocznica ślubu,Podstawowa,2,szt.,"23,27",,"46,54",,23
T,5901854948911,skarbonka na auto,Podstawowa,1,szt.,"14,22",,"14,22",,23
T,5901854948928,skarbonka,Podstawowa,1,szt.,"14,24",,"14,24",,23
T,5901854948935,skarbonka Home2-Fundusz milionera,Podstawowa,2,szt.,"14,24",,"28,48",,23
T,5901854948942,skarbonka Home2-Misie,Podstawowa,1,szt.,"14,24",,"14,24",,23
T,5901854949185,ILP-Magnes G.cen. B,Podstawowa,2,szt.,"5,2",,"10,4",,23
T,5901854949291,Brelok gold 18,Podstawowa,2,szt.,12,,24,,23
T,5901854949307,Brelok gold 30,Podstawowa,2,szt.,12,,24,,23
T,5901854949321,Brelok gold 50,Podstawowa,1,szt.,12,,12,,23
T,5901854949345,brylok Jesteś super,Podstawowa,2,szt.,"11,87",,"23,74",,23
T,5901854950716,kubek Mad 40 męski,Podstawowa,1,szt.,"23,27",,"23,27",,23
T,5901854953267,kubek i brelok 60,Podstawowa,1,szt.,"25,6",,"25,6",,23
T,5901854954738,kubek Hobby-Serial,Podstawowa,2,szt.,"18,99",,"37,98",,23
T,5901854954745,Kubek Hobby- Ryby,Podstawowa,3,szt.,"18,99",,"56,97",,23
T,5901854954783,kubek Hobby,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854954806,kubek Hobby-Góry,Podstawowa,2,szt.,"18,99",,"37,98",,23
T,5901854959207,Koszulka dla Niego-18,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854959221,koszulka dla niego-Król- Życia,Podstawowa,3,szt.,"27,03",,"81,09",,23
T,5901854959245,Koszulka dla Niej-18,Podstawowa,3,szt.,"27,03",,"81,09",,23
T,5901854959252,koszulka Kobieta Rakieta,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854959283,Koszulka dla Niej-40,Podstawowa,3,szt.,"27,03",,"81,09",,23
T,5901854959290,Koszulka dla Niego-40,Podstawowa,4,szt.,"27,03",,"108,12",,23
T,5901854960692,kubek MAD 18,Podstawowa,1,szt.,"23,27",,"23,27",,23
T,5901854960692,kubek MAD 18,Podstawowa,2,szt.,"23,74",,"47,48",,23
T,5901854960708,kubek MAD 30,Podstawowa,1,szt.,"23,27",,"23,27",,23
T,5901854960715,kubek MAD 40,Podstawowa,2,szt.,"23,74",,"47,48",,23
T,5901854960722,kubek Mad 50,Podstawowa,4,szt.,"23,74",,"94,96",,23
T,5901854960739,kubek Mad 60,Podstawowa,3,szt.,"23,27",,"69,81",,23
T,5901854960746,Kubek Hobby- Motocykl,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854960753,kubek Hobby-Woda,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854960760,Kubek Hobby- Kierowca,Podstawowa,2,szt.,"18,99",,"37,98",,23
T,5901854960784,kubek dla szefa kuchni,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854960791,kubek dla pasjonata muzyki,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854960807,kubek hobby,Podstawowa,2,szt.,"19,02",,"38,04",,23
T,5901854961194,etui na okulary-Dziadek rządzi,Podstawowa,5,szt.,"10,17",,"50,85",,23
T,5901854961248,zestaw kubek ze skarpetami dla babci,Podstawowa,6,szt.,"30,08",,"180,48",,23
T,5901854961255,zestaw-kubek i skarpety dziadek rządzi,Podstawowa,6,szt.,"30,08",,"180,48",,23
T,5901854961279,kubek babcia rządzi,Podstawowa,6,szt.,"20,32",,"121,92",,23
T,5901854961286,kubek dziadek rządzi,Podstawowa,6,szt.,"12,2",,"73,2",,23
T,5901854962368,etui na okulary Dziadek potrafi,Podstawowa,4,szt.,"10,17",,"40,68",,23
T,5901854962740,Skarbonka Home- Pod Palmami,Podstawowa,1,szt.,"23,7",,"23,7",,23
T,5901854962764,Skarbonka Home 2-Rycerz,Podstawowa,2,szt.,"14,22",,"28,44",,23
T,5901854962771,skarbonka,Podstawowa,1,szt.,"14,24",,"14,24",,23
T,5901854962801,Skarbonka Home 2-królewna,Podstawowa,3,szt.,"14,22",,"42,66",,23
T,5901854962832,skarbonka,Podstawowa,1,szt.,"14,24",,"14,24",,23
T,5901854962948,skarbonka z okazji narodzin,Podstawowa,1,szt.,"26,1",,"26,1",,23
T,5901854962955,skarbonka z okazji narodzin,Podstawowa,1,szt.,"26,1",,"26,1",,23
T,5901854964584,kubek Mad Królowa Życia,Podstawowa,1,szt.,"23,27",,"23,27",,23
T,5901854965529,Koszulka dla Niej-30,Podstawowa,5,szt.,"27,03",,"135,15",,23
T,5901854965536,Koszulka dla Niego-30,Podstawowa,3,szt.,"27,03",,"81,09",,23
T,5901854965543,Koszulka dla Niej-50,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854966359,kubek Set,Podstawowa,1,szt.,"23,74",,"23,74",,23
T,5901854966854,kubek Emerytura z brylokiem,Podstawowa,1,szt.,"30,87",,"30,87",,23
T,5901854967004,kubek 30,Podstawowa,2,szt.,"21,54",,"43,08",,23
T,5901854968315,kubek 18,Podstawowa,2,szt.,"15,59",,"31,18",,23
T,5901854968322,kubek 30 złote kropki,Podstawowa,2,szt.,"15,59",,"31,18",,23
T,5901854968339,Kubek w kropki- 40,Podstawowa,3,szt.,"15,59",,"46,77",,23
T,5901854968384,Kubek XL Trening,Podstawowa,1,szt.,"23,27",,"23,27",,23
T,5901854968391,Kubek XL Gwiazda,Podstawowa,1,szt.,"28,49",,"28,49",,23
T,5901854968438,ramka  18,Podstawowa,1,szt.,"19,94",,"19,94",,23
T,5901854968445,ramka30,Podstawowa,1,szt.,"19,94",,"19,94",,23
T,5901854968452,ramka40,Podstawowa,2,szt.,"19,94",,"39,88",,23
T,5901854968476,ramka na 60-lat,Podstawowa,1,szt.,"19,94",,"19,94",,23
T,5901854968483,ramka 70-lat,Podstawowa,1,szt.,"19,94",,"19,94",,23
T,5901854968544,ramka na zdięcia 50-urodziny,Podstawowa,1,szt.,"19,47",,"19,47",,23
T,5901854970257,zestaw dziadek kubek  z herbata,Podstawowa,5,szt.,"27,24",,"136,2",,23
T,5901854970332,etui na okulary dziadek na etacie,Podstawowa,5,szt.,"10,17",,"50,85",,23
T,5901854970585,etui na okulary babciaprzyjaciółka,Podstawowa,5,szt.,"10,17",,"50,85",,23
T,5901854971254,skarbonka Fundusz kierowcy,Podstawowa,1,szt.,"18,02",,"18,02",,23
T,5901854971285,Skarbonka pastel-monety,Podstawowa,1,szt.,"18,02",,"18,02",,23
T,5901854971384,fartuch i rękawica- dziadek mój przyjaciel na dobr,Podstawowa,10,szt.,"2,76",,"27,6",,23
T,5901854971933,koszulka wędkarza,Podstawowa,1,szt.,"27,03",,"27,03",,23
T,5901854971940,Koszulka dla Motocyklisty,Podstawowa,4,szt.,"27,03",,"108,12",,23
T,5901854971957,Koszulka dla Kierowcy,Podstawowa,3,szt.,"27,03",,"81,09",,23
T,5901854975214,skarbonka ślubna,Podstawowa,1,szt.,"23,74",,"23,74",,23
T,5901854975542,kubek Star2,Podstawowa,1,szt.,"21,37",,"21,37",,23
T,5901854975580,kubek Star2,Podstawowa,2,szt.,"21,37",,"42,74",,23
T,5901854976518,Koszulka Hobby -Level,Podstawowa,4,szt.,"27,03",,"108,12",,23
T,5901854977409,Skarbonka Home- Gracz,Podstawowa,1,szt.,"23,65",,"23,65",,23
T,5901854977447,Skarbonka Home- Ryby,Podstawowa,1,szt.,"23,7",,"23,7",,23
T,5901854977454,skarbonka,Podstawowa,2,szt.,"14,24",,"28,48",,23
T,5901854977508,Skarbonka Home 2-Na treningi,Podstawowa,1,szt.,"14,24",,"14,24",,23
T,5901854977515,Skarbonka Home 2-fundusz sportowca,Podstawowa,1,szt.,"14,24",,"14,24",,23
T,5901854981000,skarbonka Home 50,Podstawowa,1,szt.,"23,7",,"23,7",,23
T,5901854981017,Kubek Hobby - Tancerka,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854981031,kubek Hobby-Fitnes,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854981055,Kubek Hobby- Król siłowni,Podstawowa,1,szt.,"19,02",,"19,02",,23
T,5901854981116,kubek praca,Podstawowa,2,szt.,"11,39",,"22,78",,23
T,5901854981802,Set K+B Hobby-dLA TANCERKI,Podstawowa,1,szt.,"26,62",,"26,62",,23
T,5901854981840,Set K+B Hobby-Król Siłowni,Podstawowa,1,szt.,"26,62",,"26,62",,23
T,5901854983356,kubek Star2,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854983363,kubek Star2,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854983387,kubek Star2,Podstawowa,1,szt.,"21,37",,"21,37",,23
T,5901854983400,kubek Star2,Podstawowa,2,szt.,"18,99",,"37,98",,23
T,5901854983417,kubek Star2,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854983448,Zestaw kubków 25 rocznica,Podstawowa,3,szt.,"26,6",,"79,8",,23
T,5901854985305,kubek Mix,Podstawowa,1,szt.,"9,49",,"9,49",,23
T,5901854985497,Kufel na 30-stke,Podstawowa,1,szt.,"23,18",,"23,18",,23
T,5901854985503,Kufel good boy-40,Podstawowa,1,szt.,"23,18",,"23,18",,23
T,5901854985510,kufel 50-lat,Podstawowa,1,szt.,"23,18",,"23,18",,23
T,5901854985527,Kufel Gold 18 urodziny,Podstawowa,3,szt.,"23,18",,"69,54",,23
T,5901854985541,kufel gold 40 urodziny,Podstawowa,2,szt.,"23,18",,"46,36",,23
T,5901854985558,kufel 50,Podstawowa,1,szt.,"23,18",,"23,18",,23
T,5901854985589,kufel super fcet,Podstawowa,2,szt.,"23,18",,"46,36",,23
T,5901854986395,Skarbonka Home Komunia 3,Podstawowa,5,szt.,"23,74",,"118,7",,23
T,5901854989600,kubek Mad Boska,Podstawowa,1,szt.,"23,27",,"23,27",,23
T,5901854989617,kubek praca,Podstawowa,2,szt.,"11,39",,"22,78",,23
T,5901854990934,skarbonka bogacz,Podstawowa,1,szt.,"19,02",,"19,02",,23
T,5901854990941,Skarbonka Home 3-Łakocie,Podstawowa,1,szt.,"19,02",,"19,02",,23
T,5901854991016,Skarbonka Home 3-Treningi,Podstawowa,1,szt.,"18,99",,"18,99",,23
T,5901854991023,Skarbonka Home 3-Wakacje,Podstawowa,3,szt.,"18,99",,"56,97",,23
T,5901854992037,skarbonka,Podstawowa,1,szt.,"14,24",,"14,24",,23
T,5901854992051,skarbonka,Podstawowa,2,szt.,"14,24",,"28,48",,23
T,5901854992426,kubek Star2,Podstawowa,2,szt.,"21,37",,"42,74",,23
T,5901854992433,Kubek Nauczyciel - Nie pytam,Podstawowa,2,szt.,"11,39",,"22,78",,23
T,5901854992723,koszulka Królowa matka,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854992747,papier ozdobny,Podstawowa,47,szt.,"5,79",,"272,13",,23
T,5901854997001,Kubek The Crown 18 K,Podstawowa,3,szt.,"19,47",,"58,41",,23
T,5901854997018,Kubek The Crown 30 K,Podstawowa,1,szt.,"19,47",,"19,47",,23
T,5901854997025,Kubek The Crown 40 K,Podstawowa,2,szt.,"19,47",,"38,94",,23
T,5901854997032,Kubek The Crown 50 K,Podstawowa,2,szt.,"19,47",,"38,94",,23
T,5901854997049,Kubek The Crown 60 K,Podstawowa,3,szt.,"19,47",,"58,41",,23
T,5901854997056,Kubek The Crown 18M,Podstawowa,2,szt.,"19,47",,"38,94",,23
T,5901854997063,Kubek The Crown 30M,Podstawowa,2,szt.,"19,47",,"38,94",,23
T,5901854997070,Kubek The Crown 40M,Podstawowa,2,szt.,"19,47",,"38,94",,23
T,5901854997087,Kubek The Crown 50M,Podstawowa,2,szt.,"19,47",,"38,94",,23
T,5901854997896,koszulka Facet...,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854997919,Koszulka dla Niego - Człowiek Leganda,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854997933,koszulka Złota rączka,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854997940,koszulka 18,Podstawowa,2,szt.,"27,03",,"54,06",,23
T,5901854997957,koszulka 18,Podstawowa,5,szt.,"27,03",,"135,15",,23
T,5901854998244,ramka 50-rocznica ślubu,Podstawowa,1,szt.,"11,39",,"11,39",,23
T,5901854998961,Pamiątka Komunia 1,Podstawowa,5,szt.,"11,87",,"59,35",,23
T,5901854998978,Pamiątka Komunia 2,Podstawowa,4,szt.,"11,87",,"47,48",,23
T,5901854999005,Pamiątka Chrzest 2,Podstawowa,1,szt.,"11,87",,"11,87",,23
T,5901854999883,kubek dla gotowych na wszystko,Podstawowa,2,szt.,"18,99",,"37,98",,23
T,5901854999890,kubek dla złotej rączki,Podstawowa,2,szt.,"18,99",,"37,98",,23
T,5901924405078,podkładka,Podstawowa,3,szt.,3,,9,,23
T,5901924411246,Aniołek na Komunię Św,Podstawowa,2,szt.,"12,16",,"24,32",,23
T,5901924411741,aniołek mały,Podstawowa,5,szt.,"6,8",,34,,23
T,5901924411758,aniołek,Podstawowa,4,szt.,"12,15",,"48,6",,23
T,5901924411956,Karnet PMZ,Podstawowa,53,szt.,"6,29",,"333,37",,23
T,5901924413332,Karnet PRIMUS,Podstawowa,47,szt.,"7,64",,"359,08",,23
T,5901924413332,Karnet PRIMUS,Podstawowa,38,szt.,"8,09",,"307,42",,23
T,5901924414872,Zawieszka ZPR,Podstawowa,2,szt.,"4,49",,"8,98",,23
T,5901924414926,Koperta KOP,Podstawowa,11,szt.,"3,95",,"43,45",,23
T,5901924415817,Torba QPL,Podstawowa,25,szt.,"4,22",,"105,5",,23
T,5901924417262,podziękowanie,Podstawowa,1,szt.,"8,9",,"8,9",,23
T,5901924418634,kartka rocznica ślubu,Podstawowa,2,szt.,"14,23",,"28,46",,23
T,5901924418986,zaproszenie PMZ,Podstawowa,70,szt.,"1,28",,"89,6",,23
T,5901924421160,naszyjnik do monety,Podstawowa,10,szt.,"9,75",,"97,5",,23
T,5901924422174,lusterko,Podstawowa,2,szt.,"11,58",,"23,16",,23
T,5901924422655,karnet grający MP,Podstawowa,1,szt.,"10,4",,"10,4",,23
T,5901924423904,karnet 3DV,Podstawowa,11,szt.,"3,82",,"42,02",,23
T,5901924432173,kartka czas na truskawki,Podstawowa,1,szt.,"4,03",,"4,03",,23
T,5901924432289,Kubek urodzinowy kukartka,Podstawowa,54,szt.,"12,59",,"679,86",,23
T,5901924435662,Karnet PR,Podstawowa,81,szt.,"3,14",,"254,34",,23
T,5901924439554,tabliczka,Podstawowa,3,szt.,"14,23",,"42,69",,23
T,5901924449058,papier ozdobny 200x70,Podstawowa,22,szt.,"5,84",,"128,48",,23
T,5901924449300,karnet KNF,Podstawowa,42,szt.,"4,05",,"170,1",,23
T,5901924449300,karnet KNF,Podstawowa,2,szt.,"4,49",,"8,98",,23
T,5901924451167,Zaproszenie ZP,Podstawowa,4,szt.,"1,53",,"6,12",,23
T,5901924451495,karnet FR,Podstawowa,20,szt.,"4,82",,"96,4",,23
T,5901924453109,zaproszenie,Podstawowa,9,szt.,"1,01",,"9,09",,23
T,5901924453758,ramka gigant - młoda para,Podstawowa,4,szt.,"39,8",,"159,2",,23
T,5901924453819,Serce Sentencja Kukartka,Podstawowa,1,szt.,"15,8",,"15,8",,23
T,5901924454861,Skarbonka Świnka,Podstawowa,1,szt.,"34,19",,"34,19",,23
T,5901924455622,karnet PU,Podstawowa,4,szt.,"3,86",,"15,44",,23
T,5901924460367,Karnet GS kukartka,Podstawowa,1,szt.,1,,1,,23
T,5901924462248,ramka,Podstawowa,4,szt.,"23,57",,"94,28",,23
T,5901924466659,karnet KBO kukartka,Podstawowa,1,szt.,"8,5",,"8,5",,23
T,5901924468578,kubek kukartka,Podstawowa,5,szt.,"12,59",,"62,95",,23
T,5901924473541,karnet V z rocznikiem,Podstawowa,18,szt.,"3,65",,"65,7",,23
T,5901924473541,karnet V z rocznikiem,Podstawowa,85,szt.,"3,86",,"328,1",,23
T,5901924476719,kubek z herbatą,Podstawowa,1,szt.,23,,23,,23
T,5901924479154,karnet DKP,Podstawowa,4,szt.,"4,24",,"16,96",,23
T,5901924479154,karnet DKP,Podstawowa,39,szt.,"4,49",,"175,11",,23
T,5901924483946,Zawieszka ozdobna anioł,Podstawowa,1,szt.,"17,99",,"17,99",,23
T,5901924483946,Zawieszka ozdobna anioł,Podstawowa,2,szt.,"18,29",,"36,58",,23
T,5901924484615,czekolada Premium,Podstawowa,2,szt.,"13,49",,"26,98",,23
T,5901924485049,Karnet QR,Podstawowa,19,szt.,"3,47",,"65,93",,23
T,5901924485841,Karnet DHS,Podstawowa,75,szt.,"3,86",,"289,5",,23
T,5901924485841,Karnet DHS,Podstawowa,11,szt.,"4,62",,"50,82",,23
T,5901924486916,Kubek ON,Podstawowa,3,szt.,"11,69",,"35,07",,23
T,5901924493846,skarbonka,Podstawowa,6,szt.,"12,59",,"75,54",,23
T,5901924498094,Kubek Elite,Podstawowa,10,szt.,"17,99",,"179,9",,23
T,5901924498216,Bransoletka Różaniec,Podstawowa,1,szt.,"37,99",,"37,99",,23
T,5901924498469,Kubek neonowy,Podstawowa,2,szt.,"17,09",,"34,18",,23
T,5901924575832,torba wzorzysta,Podstawowa,1,szt.,"3,45",,"3,45",,23
T,5901924577003,torba gigant,Podstawowa,1,szt.,"8,39",,"8,39",,23
T,5902150574866,torba prezentowa4866,Podstawowa,8,szt.,"2,2",,"17,6",,23
T,5902150575511,tattoos YS-32,Podstawowa,23,szt.,"4,5",,"103,5",,23
T,5902150575955,karnet 2946,Podstawowa,28,szt.,"1,2",,"33,6",,23
T,5902150575962,karnet 5962,Podstawowa,49,szt.,"1,2",,"58,8",,23
T,5902150576013,karnet Verte,Podstawowa,6,szt.,"1,2",,"7,2",,23
T,5902150576037,karnet 6037,Podstawowa,43,szt.,"1,3",,"55,9",,23
T,5902150576044,karnet barbie 6044,Podstawowa,50,szt.,"1,3",,65,,23
T,5902150576112,karnet złoty walentynki disney,Podstawowa,20,szt.,"1,2",,24,,23
T,5902150576129,karnet złoty valentynki,Podstawowa,20,szt.,"1,5",,30,,23
T,5902150579427,torba prezentowa minionki xl verte,Podstawowa,10,szt.,"3,6",,36,,23
T,5902230704176,czapeczka z pomponem,Podstawowa,2,szt.,"3,57",,"7,14",,23
T,5902230708747,karteczki na piku 60,Podstawowa,2,szt.,"1,99",,"3,98",,23
T,5902230709836,maska sowa,Podstawowa,1,szt.,"1,62",,"1,62",,23
T,5902230709843,maska wilk,Podstawowa,2,szt.,"2,43",,"4,86",,23
T,5902230710177,świeczka urodzinowa kolorowe płomienie,Podstawowa,1,szt.,"3,45",,"3,45",,23
T,5902230710597,toperki,Podstawowa,2,szt.,"2,28",,"4,56",,23
T,5902230710634,topper pszczółka,Podstawowa,1,szt.,"1,6",,"1,6",,23
T,5902230710795,papilotki na muffinki,Podstawowa,5,szt.,"1,95",,"9,75",,23
T,5902230710832,figurka panna młoda 832,Podstawowa,1,szt.,"9,9",,"9,9",,23
T,5902230712683,MASP9 Maska pap.,Podstawowa,1,szt.,"2,58",,"2,58",,23
T,5902230712690,masp11 papierowa maska,Podstawowa,1,szt.,"2,51",,"2,51",,23
T,5902230712706,maska papierowa czaszka,Podstawowa,2,szt.,"2,51",,"5,02",,23
T,5902230712713,MASP12 maska papierowa,Podstawowa,3,szt.,"1,16",,"3,48",,23
T,5902230714274,Stars 3D - black,Podstawowa,2,szt.,"7,31",,"14,62",,23
T,5902230719903,balony strong 30 cm pastel corn blue 50 szt,Podstawowa,1,szt.,"9,43",,"9,43",,23
T,5902230719934,Balony Strong 30 cm Pastel Green 50szt,Podstawowa,1,szt.,"9,43",,"9,43",,23
T,5902230719996,balony białe 14'' 50szt,Podstawowa,1,szt.,"9,43",,"9,43",,23
T,5902230720466,serwetki wieczór panienski,Podstawowa,1,szt.,"6,9",,"6,9",,23
