Rodzaj,Symbol,Nazwa,Grupa,Stan,jm,Cena magazynowa,Cena sprzedaży,Wartość magazynowa,Wartość sprzedaży,Stawka VAT
T,5901924416715,Kubek Top,Podstawowa,4,szt.,"13,49",,"53,96",,23
T,5901924416791,Karneciki KWP,Podstawowa,161,szt.,"0,22",,"35,42",,23
T,5901924418986,Karnet PMZ,Podstawowa,52,szt.,"1,4",,"72,8",,23
T,5901924422655,karnet grający MP,Podstawowa,9,szt.,"11,04",,"99,36",,23
T,5901924426967,Torba QPB,Podstawowa,14,szt.,0,,0,,23
T,5901924432289,Kubek Premium urodzinowy kukartka,Podstawowa,81,szt.,"12,59",,"1019,79",,23
T,5901924435662,Karnet PR,Podstawowa,111,szt.,"3,14",,"348,54",,23
T,5901924449058,papier ozdobny,Podstawowa,60,szt.,"5,84",,"350,4",,23
T,5901924449300,karnet KNF,Podstawowa,6,szt.,"4,49",,"26,94",,23
T,5901924451167,Zaproszenie ZP,Podstawowa,18,szt.,"1,53",,"27,54",,23
T,5901924451167,Zaproszenie ZP,Podstawowa,290,szt.,"1,61",,"466,9",,23
T,5901924452935,Ramka moments,Podstawowa,1,szt.,"21,14",,"21,14",,23
T,5901924453819,Serce Sentencja Kukartka,Podstawowa,2,szt.,15,,30,,23
T,5901924454861,Skarbonka Świnka,Podstawowa,1,szt.,"34,19",,"34,19",,23
T,5901924455622,karnet PU,Podstawowa,9,szt.,"3,86",,"34,74",,23
T,5901924460367,Karnet GS kukartka,Podstawowa,2,szt.,"2,54",,"5,08",,23
T,5901924468578,Kubek UP,Podstawowa,1,szt.,"12,59",,"12,59",,23
T,5901924473541,karnet V z rocznikiem,Podstawowa,79,szt.,"3,86",,"304,94",,23
T,5901924476719,kubek z herbatą,Podstawowa,1,szt.,22,,22,,23
T,5901924479154,karnet DKP,Podstawowa,42,szt.,"4,49",,"188,58",,23
T,5901924483946,Zawieszka ozdobna anioł,Podstawowa,3,szt.,"17,99",,"53,97",,23
T,5901924484615,czekolada premium- Mama,Podstawowa,2,szt.,"13,49",,"26,98",,23
T,5901924485049,Karnet QR,Podstawowa,4,szt.,"3,39",,"13,56",,23
T,5901924485193,KS PMB PR CN EX4901,Podstawowa,1,szt.,"9,34",,"9,34",,23
T,5901924485841,Karnet DHS,Podstawowa,9,szt.,"3,39",,"30,51",,23
T,5901924485841,Karnet DHS,Podstawowa,150,szt.,"3,86",,579,,23
T,5901924486916,Kubek ON,Podstawowa,9,szt.,"11,69",,"105,21",,23
T,5901924491729,Karnet SCH,Podstawowa,1,szt.,"7,64",,"7,64",,23
T,5901924492085,Torba QJ,Podstawowa,5,szt.,"6,29",,"31,45",,23
T,5901924493075,Pudełko na banknoty,Podstawowa,17,szt.,"8,09",,"137,53",,23
T,5901924493501,Bransoletki BRC,Podstawowa,48,szt.,"44,99",,"2159,52",,23
T,5901924493846,Skarbboxy(skarbonka),Podstawowa,2,szt.,"12,59",,"25,18",,23
T,5901924493846,Skarbboxy(skarbonka),Podstawowa,12,szt.,"13,49",,"161,88",,23
T,5901924498094,Kubek ELITE,Podstawowa,41,szt.,"17,99",,"737,59",,23
T,5901924498469,kubek neonowy,Podstawowa,3,szt.,"17,09",,"51,27",,23
T,5901924498551,Kubek Tablicowy,Podstawowa,2,szt.,0,,0,,23
T,5901924573241,Torba XXL B,Podstawowa,1,szt.,"8,39",,"8,39",,23
T,5901924575108,Papier do Pak prez Miś,Podstawowa,4,szt.,0,,0,,23
T,5901924576341,Torba KR 1012 L,Podstawowa,1,szt.,"4,89",,"4,89",,23
T,5901924577003,Torba XXL A,Podstawowa,1,szt.,"8,39",,"8,39",,23
T,5901986772675,maska papierowa dom z papieru,Podstawowa,2,szt.,"6,83",,"13,66",,23
T,5902020255260,Torebka ozdobna PIXEL-LUX5,Podstawowa,2,szt.,0,,0,,23
T,5902150574866,torba prezentowa4866,Podstawowa,116,szt.,"2,2",,"255,2",,23
T,5902150574866,torba prezentowa4866,Podstawowa,136,szt.,"4,5",,612,,23
T,5902150575511,tattoos YS-32,Podstawowa,68,szt.,"5,8",,"394,4",,23
T,5902150575849,zaproszenia Verte,Podstawowa,10,szt.,2,,20,,23
T,5902150575856,zaproszenia verte mattel 5szt,Podstawowa,243,szt.,2,,486,,23
T,5902150575863,Zaproszenia Verte Winx,Podstawowa,27,szt.,2,,54,,23
T,5902150575863,Zaproszenia Verte Winx,Podstawowa,45,szt.,4,,180,,23
T,5902150575962,karnet 5962,Podstawowa,1,szt.,"0,49",,"0,49",,23
T,5902150576037,karnet 6037,Podstawowa,373,szt.,"0,49",,"182,77",,23
T,5902150576044,karnet barbie 6044,Podstawowa,24,szt.,"0,85",,"20,4",,23
T,5902150576068,karnet szafirowy epoka lodowcowa,Podstawowa,104,szt.,"2,2",,"228,8",,23
T,5902150576112,karnet złoty walentynki disney,Podstawowa,494,szt.,"1,5",,741,,23
T,5902150576129,karnet złoty valentynki,Podstawowa,386,szt.,"1,5",,579,,23
T,5902150576242,karnet verte,Podstawowa,3,szt.,"0,6",,"1,8",,23
T,5902150576464,torebka prezentowa 464,Podstawowa,10,szt.,"2,2",,22,,23
T,5902150579427,torba prezentowa minionki xl verte,Podstawowa,38,szt.,"4,5",,171,,23
T,5902206516086,Zawieszka domek świecąca,Podstawowa,12,szt.,"7,9",,"94,8",,23
T,5902230705289,WSP4 wizytówki na stół,Podstawowa,10,szt.,"1,88",,"18,8",,23
T,5902230710849,PF50 Figurka Złote Gody,Podstawowa,2,szt.,"8,59",,"17,18",,23
T,5902230712683,MASP9 Maska pap.,Podstawowa,3,szt.,"2,7",,"8,1",,23
T,5902230712690,masp11 papierowa maska,Podstawowa,2,szt.,"2,64",,"5,28",,23
T,5902230712713,MASP12 maska papierowa,Podstawowa,2,szt.,"1,21",,"2,42",,23
T,5902230718289,"Balony strong 27cm, pastel pure white(1op./50szt)",Podstawowa,1,szt.,"6,89",,"6,89",,23
T,5902230719132,balon strong metalic 14,Podstawowa,2,szt.,"11,45",,"22,9",,23
T,5902230719163,SB14M-019-50,Podstawowa,1,szt.,"11,73",,"11,73",,23
T,5902230719224,SB14M-081-50,Podstawowa,1,szt.,"11,73",,"11,73",,23
T,5902230719996,"balony strong 30cm pastel pure white, 50szt",Podstawowa,2,szt.,"9,43",,"18,86",,23
T,5902230729407,sztućce drewniane 18szt,Podstawowa,9,szt.,"2,76",,"24,84",,23
T,5902230729728,topper KPT10-010,Podstawowa,1,szt.,"5,01",,"5,01",,23
T,5902230729759,KPT11-010 Topper na tort Happy birthday,Podstawowa,6,szt.,"4,03",,"24,18",,23
T,5902230736030,Balon Cyfra 3 srebrna,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5902230736030,Balon Cyfra 3 srebrna,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5902230736054,Balon foliowy cyfra 5 srebrny,Podstawowa,5,szt.,"3,1",,"15,5",,23
T,5902230736054,Balon foliowy cyfra 5 srebrny,Podstawowa,4,szt.,"3,11",,"12,44",,23
T,5902230736061,Balon cyfra 6 86cm srebrny,Podstawowa,6,szt.,"3,1",,"18,6",,23
T,5902230736061,Balon cyfra 6 86cm srebrny,Podstawowa,2,szt.,"3,88",,"7,76",,23
T,5902230736092,balon cyfra 9 srebrny,Podstawowa,6,szt.,"3,88",,"23,28",,23
T,5902230736108,balon foliowy cyfra 0 złota,Podstawowa,5,szt.,"2,72",,"13,6",,23
T,5902230736108,balon foliowy cyfra 0 złota,Podstawowa,26,szt.,"3,1",,"80,6",,23
T,5902230736108,balon foliowy cyfra 0 złota,Podstawowa,8,szt.,"3,88",,"31,04",,23
T,5902230736139,"FB1M-3-019 Balon fol. ""3"" złoty",Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5902230736139,"FB1M-3-019 Balon fol. ""3"" złoty",Podstawowa,6,szt.,"3,88",,"23,28",,23
T,5902230736146,Balon foliowy Cyfra 4 złota,Podstawowa,5,szt.,"2,91",,"14,55",,23
T,5902230736146,Balon foliowy Cyfra 4 złota,Podstawowa,5,szt.,"3,1",,"15,5",,23
T,5902230736146,Balon foliowy Cyfra 4 złota,Podstawowa,4,szt.,"3,88",,"15,52",,23
T,5902230736160,Balon foliowy Cyfra 6 złota,Podstawowa,10,szt.,"3,1",,31,,23
T,5902230736160,Balon foliowy Cyfra 6 złota,Podstawowa,5,szt.,"3,88",,"19,4",,23
T,5902230736412,Balon gwiazdka złota,Podstawowa,1,szt.,"1,58",,"1,58",,23
T,5902230736771,Serwetki trójwarstwowe srebrny SERVING,Podstawowa,10,op.,"2,59",,"25,9",,23
T,5902230738577,balon z diodą 5szt,Podstawowa,2,szt.,0,,0,,23
T,5902230738584,"BL12-1-008 Blon LED 12"" biały",Podstawowa,1,szt.,"11,3",,"11,3",,23
T,5902230738973,"Taśma jutowa z koronką, 5x500cm",Podstawowa,2,szt.,"5,62",,"11,24",,23
T,5902230744615,balon 30cm mix 1op./6szt,Podstawowa,5,szt.,"4,44",,"22,2",,23
T,5902230744691,Papilotki na mufinki Jednorożec,Podstawowa,4,szt.,"2,84",,"11,36",,23
T,5902230744806,KPT22 Topper na tort Jednorożec,Podstawowa,3,szt.,"5,92",,"17,76",,23
T,5902230744820,Tapper Sweet Love,Podstawowa,2,szt.,0,,0,,23
T,5902230744844,Korona Złota,Podstawowa,2,szt.,"5,63",,"11,26",,23
T,5902230744943,KPT11-018M Topper na tort H-B,Podstawowa,2,szt.,"3,78",,"7,56",,23
T,5902230744943,KPT11-018M Topper na tort H-B,Podstawowa,6,szt.,"4,03",,"24,18",,23
T,5902230744950,KPT11-019M Topper na tort H-B,Podstawowa,9,szt.,"4,03",,"36,27",,23
T,5902230744974,KPT10-019M Topper na tort Mr&Mrs,Podstawowa,1,szt.,"3,69",,"3,69",,23
T,5902230745056,Ciężarek do balonów foliowy złoty,Podstawowa,69,szt.,"1,27",,"87,63",,23
T,5902230745056,Ciężarek do balonów foliowy złoty,Podstawowa,48,szt.,"1,41",,"67,68",,23
T,5902230745063,CZ1-081 Ciężarek do balonów róż,Podstawowa,23,szt.,"1,75",,"40,25",,23
T,5902230745087,CZ1-010 Ciężarek do balonów czarny,Podstawowa,70,szt.,"1,27",,"88,9",,23
T,5902230745087,CZ1-010 Ciężarek do balonów czarny,Podstawowa,48,szt.,"1,41",,"67,68",,23
T,5902230745094,Ciężarek czerwony do balonów,Podstawowa,33,szt.,"1,27",,"41,91",,23
T,5902230745094,Ciężarek czerwony do balonów,Podstawowa,16,szt.,"1,41",,"22,56",,23
T,5902230745100,CZ1-006 Ciężarek do balonów c.róż,Podstawowa,7,szt.,"1,4",,"9,8",,23
T,5902230745223,Pudełeczka,Podstawowa,6,szt.,"4,14",,"24,84",,23
T,5902230745742,SP33-1-010 Serwetki trójwarstwowe czarny,Podstawowa,2,op.,"2,15",,"4,3",,23
T,5902230745780,Serwetki Zielone,Podstawowa,5,szt.,"2,15",,"10,75",,23
T,5902230745834,SP33-1-103 Serwetki trójwarstwowe mięta,Podstawowa,8,op.,"2,15",,"17,2",,23
T,5902230745865,Serwetki papieorwe zlote mat,Podstawowa,6,szt.,"2,15",,"12,9",,23
T,5902230745872,SP33-1-019ME Serwetki trójwarstwowe złote,Podstawowa,6,op.,"2,59",,"15,54",,23
T,5902230745889,serwetki srebrne 40x40,Podstawowa,11,szt.,"3,54",,"38,94",,23
T,5902230745896,Serwetki złote 40x40,Podstawowa,4,szt.,"3,32",,"13,28",,23
T,5902230746893,Balon okrągły 1m. czerwony,Podstawowa,3,szt.,0,,0,,23
T,5902230746923,Balon okrągły 60cm,Podstawowa,1,szt.,"3,72",,"3,72",,23
T,5902230747104,balon 1 metr złote róże,Podstawowa,1,szt.,0,,0,,23
T,5902230747128,balon 1 metr róże,Podstawowa,1,szt.,0,,0,,23
T,5902230747142,OLBON6G-038 Balon transp. Wiwat...,Podstawowa,1,szt.,0,,0,,23
T,5902230747265,Serwetki Szare,Podstawowa,3,szt.,"2,15",,"6,45",,23
T,5902230747661,balon 1 metr biały perła,Podstawowa,2,szt.,0,,0,,23
T,5902230747753,taśma dekoracyjna 1op./4szt.,Podstawowa,209,szt.,"8,07",,"1686,63",,23
T,5902230748064,TUKSE60-019M Tuba z serp. złota 60cm,Podstawowa,2,szt.,"8,83",,"17,66",,23
T,5902230748125,świeczki złote 6szt,Podstawowa,8,szt.,"1,57",,"12,56",,23
T,5902230748125,świeczki złote 6szt,Podstawowa,11,szt.,"1,67",,"18,37",,23
T,5902230748132,Świeczka urodz sr 6cm 6szt,Podstawowa,10,szt.,"1,67",,"16,7",,23
T,5902230748149,SCD-1-019ME Świeczki urodz. złote12szt/op.,Podstawowa,17,op.,"4,08",,"69,36",,23
T,5902230748231,Świeczka ur. 1 srebrny,Podstawowa,6,szt.,"1,35",,"8,1",,23
T,5902230748231,Świeczka ur. 1 srebrny,Podstawowa,16,szt.,"1,57",,"25,12",,23
T,5902230748361,Świeczka cf 8 br zł 7cm,Podstawowa,11,szt.,"1,69",,"18,59",,23
T,5902230748378,Świeczka ur. 8 srebrny,Podstawowa,8,szt.,"1,2",,"9,6",,23
T,5902230748910,Serwetki czarny 20szt,Podstawowa,12,op.,"2,15",,"25,8",,23
T,5902230748958,wstążka plastikowa złota.5mm/225mm,Podstawowa,2,szt.,"4,86",,"9,72",,23
T,5902230750661,"SP33-15-081J Serwetki pap. ""H-B"" J.róż",Podstawowa,6,op.,"2,34",,"14,04",,23
T,5902230750678,Serwetki Czarne HP,Podstawowa,6,szt.,"2,34",,"14,04",,23
T,5902230750760,serwetki kropeczki 33x33,Podstawowa,5,szt.,"2,42",,"12,1",,23
T,5902230751217,Toper Dinosaur,Podstawowa,1,szt.,"4,81",,"4,81",,23
T,5902230757165,Girlanda czarna,Podstawowa,3,szt.,"4,3",,"12,9",,23
T,5902230758940,"Taśma jutowa, 5x500cm",Podstawowa,1,szt.,"5,94",,"5,94",,23
T,5902230759435,PAP6 Papier do pakowania,Podstawowa,8,szt.,"1,71",,"13,68",,23
T,5902230759442,papier do pakowania,Podstawowa,7,szt.,"1,71",,"11,97",,23
T,5902230759466,PAP9 Papier do pakow.,Podstawowa,50,szt.,0,,0,,23
T,5902230759466,PAP9 Papier do pakow.,Podstawowa,8,szt.,"1,71",,"13,68",,23
T,5902230759473,papier do pakowania,Podstawowa,48,szt.,"1,71",,"82,08",,23
T,5902230759497,"papier do pakowania 68,5x100cm",Podstawowa,50,szt.,"1,71",,"85,5",,23
T,5902230762633,balony 30 cm happy new year black,Podstawowa,4,szt.,"9,18",,"36,72",,23
T,5902230762794,świeczki stożkowe czarne,Podstawowa,3,szt.,"13,35",,"40,05",,23
T,5902230763456,Topper na tort złoty,Podstawowa,2,szt.,0,,0,,23
T,5902230763715,balony 30 cm bride to be 50 szt,Podstawowa,3,szt.,"15,98",,"47,94",,23
T,5902230764187,SB14P-204-00-6 Balony jednorożec mix,Podstawowa,2,op.,"4,44",,"8,88",,23
T,5902230764330,Balony 30 cm Bride To Be,Podstawowa,7,szt.,"3,61",,"25,27",,23
T,5902230764347,balony bride to be,Podstawowa,6,szt.,"3,61",,"21,66",,23
T,5902230768598,"Taśma jutowa z koronką, 5x500cm",Podstawowa,2,szt.,"6,68",,"13,36",,23
T,5902230768734,KREP1-010 Krepa,Podstawowa,2,op.,"1,98",,"3,96",,23
T,5902230768734,KREP1-010 Krepa,Podstawowa,1,op.,2,,2,,23
T,5902230768994,Serwetki paski złoty 1op./20szt,Podstawowa,3,szt.,"2,48",,"7,44",,23
T,5902230769922,balon 1 metr żona,Podstawowa,2,szt.,"4,99",,"9,98",,23
T,5902230769946,balon 1 metr mąż biały,Podstawowa,1,szt.,0,,0,,23
T,5902230769946,balon 1 metr mąż biały,Podstawowa,1,szt.,"4,99",,"4,99",,23
T,5902230771345,balon foliowy cyfra 0 różowe złoto,Podstawowa,6,szt.,"2,91",,"17,46",,23
T,5902230771345,balon foliowy cyfra 0 różowe złoto,Podstawowa,6,szt.,"3,1",,"18,6",,23
T,5902230771369,balon różowe złoto cyfra 2,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5902230771376,Balon foliowy Cyfra 3 różowe-złoto,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5902230771390,balon filiowy cyfra 5 różowe złoto,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5902230771390,balon filiowy cyfra 5 różowe złoto,Podstawowa,4,szt.,"3,88",,"15,52",,23
T,5902230771406,Balon foliowy Cyfra 6 różowe-złoto,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5902230771406,Balon foliowy Cyfra 6 różowe-złoto,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5902230771413,balon foliowy 7 Różowe złoto,Podstawowa,2,szt.,0,,0,,23
T,5902230771413,balon foliowy 7 Różowe złoto,Podstawowa,3,szt.,"3,11",,"9,33",,23
T,5902230771420,balon foliowy cyfra 8 różowe złoto,Podstawowa,8,szt.,"3,1",,"24,8",,23
T,5902230771420,balon foliowy cyfra 8 różowe złoto,Podstawowa,3,szt.,"3,11",,"9,33",,23
T,5902230771437,balon cyfra 9 rózowe złoto,Podstawowa,7,szt.,"3,1",,"21,7",,23
T,5902230771437,balon cyfra 9 rózowe złoto,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5902230771895,FB6M-019 Balon fol. Happy Birthday złoty,Podstawowa,2,szt.,"7,69",,"15,38",,23
T,5902230771918,FB8M-001 Balon fol. Boy niebieski,Podstawowa,1,szt.,"8,71",,"8,71",,23
T,5902230771925,FB9M-006 Balon fol. Serce c.róż,Podstawowa,1,szt.,"1,7",,"1,7",,23
T,5902230771932,"balon foliowy serce srebrne 18""",Podstawowa,1,szt.,"1,7",,"1,7",,23
T,5902230773974,serwetki w gwiazdki,Podstawowa,12,szt.,"2,42",,"29,04",,23
T,5902230775022,GRL60 Baner Baby Girl,Podstawowa,5,op.,"6,59",,"32,95",,23
T,5902230775039,GRL61 Baner Baby Boy,Podstawowa,6,op.,"6,5",,39,,23
T,5902230775534,FB9M-081J Balon fol. Serce j.róż,Podstawowa,1,szt.,"1,7",,"1,7",,23
T,5902230775541,FB9M-008 Balon fol. Serce białe,Podstawowa,3,szt.,"1,24",,"3,72",,23
T,5902230775572,Balon serce 45cm czerwony,Podstawowa,6,szt.,"1,42",,"8,52",,23
T,5902230776081,Talerzyki Papierowe Lets Celebr PartyDeco,Podstawowa,3,szt.,"4,48",,"13,44",,23
T,5902230776135,Gadżety do zdjęć celebrate,Podstawowa,5,szt.,"2,74",,"13,7",,23
T,5902230776135,Gadżety do zdjęć celebrate,Podstawowa,1,szt.,"3,14",,"3,14",,23
T,5902230779365,Zestaw Balonów Foliowych ROCZEK,Podstawowa,2,szt.,0,,0,,23
T,5902230780408,balony 14''met.rose gold 100szt,Podstawowa,1,szt.,"22,9",,"22,9",,23
T,5902230780743,"Balony Żona, Mąż white 1op./6szt.",Podstawowa,3,szt.,"4,99",,"14,97",,23
T,5902230788466,Balon foliowy kula złoty,Podstawowa,10,szt.,"2,03",,"20,3",,23
T,5902230788633,Naklejka Mr and Mrs,Podstawowa,1,szt.,2,,2,,23
T,5902230789029,baner halloween czarny,Podstawowa,4,szt.,"6,89",,"27,56",,23
T,5902230790865,Balon Boy or Girl blue,Podstawowa,6,szt.,"7,82",,"46,92",,23
T,5902230790872,Balon Boy or Girl pink,Podstawowa,5,szt.,"7,82",,"39,1",,23
T,5902230791282,serwetki komunijne z ornamentem srebrnym,Podstawowa,1,szt.,"2,42",,"2,42",,23
T,5902230791299,Serwetki Komunijne,Podstawowa,22,szt.,"2,42",,"53,24",,23
T,5902230791305,Serwetki Komunijne,Podstawowa,4,szt.,"2,63",,"10,52",,23
T,5902230791374,Serwetki aloha-liście,Podstawowa,2,szt.,"2,82",,"5,64",,23
T,5902230792265,"Balon foliowy serce srebrne 24 """,Podstawowa,1,szt.,"2,74",,"2,74",,23
T,5902230792524,Wizytówki na stół- gwiazdki,Podstawowa,1,szt.,"3,44",,"3,44",,23
T,5902230792968,Balon foliowy Cukierek,Podstawowa,1,szt.,0,,0,,23
T,5902230793989,"Szarfa Bride to be,jasny różowy,75cm",Podstawowa,3,szt.,"6,3",,"18,9",,23
T,5902230794726,ozdobne pudełka na ciasto,Podstawowa,2,szt.,"13,1",,"26,2",,23
T,5902230794931,Balon cyfra 0 86cm różowy,Podstawowa,9,szt.,"3,1",,"27,9",,23
T,5902230794948,balon foliowy cyfra 0 j.niebieski,Podstawowa,8,szt.,"3,1",,"24,8",,23
T,5902230794948,balon foliowy cyfra 0 j.niebieski,Podstawowa,1,szt.,"3,88",,"3,88",,23
T,5902230794955,balon foliowy cyfra 1 różowa,Podstawowa,9,szt.,"3,1",,"27,9",,23
T,5902230794955,balon foliowy cyfra 1 różowa,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5902230794962,balon foliowy cyfra 1 j.niebieski,Podstawowa,5,szt.,"3,1",,"15,5",,23
T,5902230794962,balon foliowy cyfra 1 j.niebieski,Podstawowa,2,szt.,"3,11",,"6,22",,23
T,5902230794979,Balon cyfra 2 86cm różowy,Podstawowa,4,szt.,"2,91",,"11,64",,23
T,5902230794979,Balon cyfra 2 86cm różowy,Podstawowa,4,szt.,"3,88",,"15,52",,23
T,5902230794986,Balon cyfra 2 86cm j.niebieski,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5902230794986,Balon cyfra 2 86cm j.niebieski,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5902230794993,Balon cyfra 3 86cm różowy,Podstawowa,1,szt.,"2,91",,"2,91",,23
T,5902230794993,Balon cyfra 3 86cm różowy,Podstawowa,5,szt.,"3,1",,"15,5",,23
T,5902230795006,"FB1P-3-001J bal.fol. 3 blu 34""",Podstawowa,7,szt.,"3,1",,"21,7",,23
T,5902230795013,Balon cyfra 4 86cm różowy,Podstawowa,7,szt.,"3,1",,"21,7",,23
T,5902230795020,Balon cyfra 4 86cm j.niebieski,Podstawowa,8,szt.,"3,1",,"24,8",,23
T,5902230795037,Balon cyfra 5 86cm różowy,Podstawowa,1,szt.,"2,91",,"2,91",,23
T,5902230795037,Balon cyfra 5 86cm różowy,Podstawowa,2,szt.,"3,88",,"7,76",,23
T,5902230795044,Balon cyfra 5 86cm j.niebieski,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5902230795044,Balon cyfra 5 86cm j.niebieski,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5902230795051,Balon foliowy Cyfra 6 różowa,Podstawowa,6,szt.,"3,1",,"18,6",,23
T,5902230795068,Balon cyfra 6 86cm j.niebieski,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5902230795068,Balon cyfra 6 86cm j.niebieski,Podstawowa,4,szt.,"3,88",,"15,52",,23
T,5902230795075,Balon cyfra 7 86cm różowy,Podstawowa,52,szt.,"3,1",,"161,2",,23
T,5902230795082,Balon cyfra 7 86cm j.niebieski,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5902230795099,balon foliowy cyfra 8 różowa,Podstawowa,1,szt.,"2,91",,"2,91",,23
T,5902230795099,balon foliowy cyfra 8 różowa,Podstawowa,5,szt.,"3,1",,"15,5",,23
T,5902230795105,Balon cyfra 8 86cm j.niebieski,Podstawowa,1,szt.,"3,1",,"3,1",,23
T,5902230795105,Balon cyfra 8 86cm j.niebieski,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5902230795112,Balon Foliowy Cyfra 9 różowa,Podstawowa,5,szt.,"3,1",,"15,5",,23
T,5902230795129,Balon cyfra 9 86cm j.niebieski,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5902230795129,Balon cyfra 9 86cm j.niebieski,Podstawowa,2,szt.,"3,88",,"7,76",,23
T,5902230795396,balon 1 metr koralowy perła,Podstawowa,1,szt.,0,,0,,23
T,5902230796270,Talerzyki srebrne 18cm,Podstawowa,5,op.,"2,36",,"11,8",,23
T,5902230796522,Talerzyki papierowe Bride to be,Podstawowa,6,szt.,"4,18",,"25,08",,23
T,5902230796522,Talerzyki papierowe Bride to be,Podstawowa,2,szt.,"5,58",,"11,16",,23
T,5902230798908,balon 6szt,Podstawowa,6,szt.,0,,0,,23
T,5902230799011,balony 30cm gwiazdki crystal clear,Podstawowa,10,szt.,"3,03",,"30,3",,23
T,5902230799059,balon 6szt,Podstawowa,1,szt.,0,,0,,23
T,5902273829911,torebka ozdobna paw t-16,Podstawowa,5,szt.,"5,45",,"27,25",,23
T,5902273829973,torebka ozdobna PAW T-16L,Podstawowa,8,szt.,"4,2",,"33,6",,23
T,5902273829973,torebka ozdobna PAW T-16L,Podstawowa,6,szt.,"4,35",,"26,1",,23
T,5902349003993,Ramka,Podstawowa,2,szt.,"26,99",,"53,98",,23
T,5902349004181,Ramka,Podstawowa,3,szt.,"28,74",,"86,22",,23
T,5902349013534,Skarbonka,Podstawowa,2,szt.,"48,69",,"97,38",,23
T,5902349013541,Skarbonka,Podstawowa,4,szt.,"48,69",,"194,76",,23
T,5902349016559,klucz18,Podstawowa,4,szt.,"15,99",,"63,96",,23
T,-5902349016870,Skarbonka,Podstawowa,2,szt.,"48,59",,"97,18",,23
T,5902349016917,Album,Podstawowa,2,szt.,"44,71",,"89,42",,23
T,5902349017075,Karuzela,Podstawowa,1,szt.,"90,96",,"90,96",,23
T,5902349017259,Ramka Baby,Podstawowa,2,szt.,"39,85",,"79,7",,23
T,5902349017310,Ramka,Podstawowa,1,szt.,"29,7",,"29,7",,23
T,5902349019543,Ramka Ecri,Podstawowa,3,szt.,"30,25",,"90,75",,23
T,5902349019673,Ramka Niebieska,Podstawowa,3,szt.,"30,25",,"90,75",,23
T,5902349022475,Skarbonka,Podstawowa,3,szt.,"43,29",,"129,87",,23
T,5902349022482,Skarbonka,Podstawowa,3,szt.,"40,28",,"120,84",,23
T,5902349022574,Lusterko Żabka,Podstawowa,5,szt.,"24,87",,"124,35",,23
T,5902349024134,Puzderka,Podstawowa,3,szt.,"39,08",,"117,24",,23
T,5902349024158,Puzderka,Podstawowa,1,szt.,"45,74",,"45,74",,23
T,5902349027890,Lusterko,Podstawowa,3,szt.,"25,91",,"77,73",,23
T,5902376954244,brokat kolorowy 5szt,Podstawowa,1,szt.,"2,2",,"2,2",,23
T,5902385962902,bańki mydlane zwykłe barbie,Podstawowa,6,szt.,"1,39",,"8,34",,23
T,5902388197325,lampki LEDY,Podstawowa,1,szt.,0,,0,,23
T,5902388808184,album na zdjęcia SN48668,Podstawowa,1,szt.,"19,6",,"19,6",,23
T,5902388808207,album na zdjęcia SN48670,Podstawowa,1,szt.,"19,6",,"19,6",,23
T,5902501348931,kieliszek wino+kubek,Podstawowa,11,szt.,"21,09",,"231,99",,23
T,5902502558315,kieliszek szampan w satynie BH,Podstawowa,2,szt.,"18,82",,"37,64",,23
T,5902510212643,poke pluszowy 2643,Podstawowa,4,szt.,"12,59",,"50,36",,23
T,5902565686000,płatki róż biały 100,Podstawowa,2,szt.,"0,1",,"0,2",,23
T,5902605441705,zaproszenia Verte,Podstawowa,73,szt.,"1,2",,"87,6",,23
T,5902605441712,zaproszenia STAR WARS,Podstawowa,205,szt.,2,,410,,23
T,5902605445086,rozeta duża zestaw 1,Podstawowa,780,szt.,"1,9",,1482,,23
T,5902605445093,rozeta zestaw nr2,Podstawowa,67,szt.,"2,2",,"147,4",,23
T,5902605445956,karnet BN,Podstawowa,63,szt.,"0,49",,"30,87",,23
T,5902605446120,kartka okol. Verte 17,Podstawowa,1,szt.,"1,2",,"1,2",,23
T,5902605446168,kartka okol. Verte 21,Podstawowa,368,szt.,"1,2",,"441,6",,23
T,5902605895430,gwiazdka różdżka,Podstawowa,28,szt.,"4,8",,"134,4",,23
T,5902605895447,serduszko różdżka,Podstawowa,27,szt.,"3,9",,"105,3",,23
